deposit_tx,withdraw_tx,value_diff_ratio,time_diff_sec,value_dep,value_wit
9745bf5628d10b70b88812b4214e81874f01653eae701c28792a86c2aecfc7d4,d49022a305a91d60707ea54dcf8566d5f33357b05e7858f827f23761b909ee5a,0.015243682127738674,228.0,23.93,24.300428
848f08448fae27863b6b8a8f050c3625f611c801a433b6319bddc3edcf9fe510,26ff0e952d567ba62dd6d2dd00d27e0f971ac3e3eedb1a1dad723abf20f5de5a,0.14756740286837433,567.0,100.0,117.311328
87cd885ccd8b179d38f833487639a400db2102d9051e21d50911e066930523f3,db12bb4cc3446b05b8dfebd45b9265df03266cd02a90cfe5eb374f7933a59018,0.008209131075110473,75.0,271.6,269.3704
bd0f1f7263011c46fbc72d426fc8b3be2000cf32e05f30314d38d1e0a71a6509,987858976d9fedd7512d732e225d548c6e6a89ae0dd65bc7a4477da49d25ecb3,0.14500499071961917,15.0,32.02,37.450511
3f468af9edecaf1e622dea74f8c6b28e5cfc638de8295f85c12daf0d6c56c7d3,dedf9b5c8404ea760dcb7645624d97de5f83019b0f99cec4fd2926c9b02e737c,0.00892156862745104,45.0,153.0,151.635
94e068b831f810165bbe55a363ef5205bf95dd42dd53349ba793716e8c838229,8930e22d0cdbbd9e010fcfa5b84e72f935689c1cf1c551bdd4ca245cb8149ec6,0.12615976076551208,300.0,35.0,40.053088
8528d58107646e3da071df7234f862043d949879bf044d4ad1bbfd98ee0e46f7,9f39be4bd928a93d8fdf952f2d0a1ebbc239948504eadbccc63227ee7af04daa,0.05731547816576506,144.0,80.0,84.864022
94ddff498d72907a17054a6c96fc7a063bf4e7cd7c5838a16b2c10f299d89018,33495159f75983fe8531aea738dc8b5d44b559c6a6826177ced1b6e7b7ab0796,0.06217430653416928,294.0,70.0,74.640736
cd0f08f89c559f7897b95944de62041983d5d0c5ff49a51707d49bbea27a7bf8,bda7da6ef5fede4540febe2c303ec06b86b99caffa10cf2c138bc8af98a27c01,0.06753778333333334,411.0,60.0,55.947733
0e360eac46e7dbcc722591944a3849560debf4c59fc55aa1c524072d940ee65b,4f2d17ea5e76dd7ce006f2b1270134484e6b436b11876cea0a36d9233e37363b,0.10372076566125277,123.0,137.92,123.614832
f7b8d51f043aaa12d8b4d36550ffa560adf780c47287da914f2f636681942550,97f954dab3814a5b5190fa219dc72ea15ef2e9382f45b614e1479d7165f4e75a,0.13308281395348834,534.0,43.0,37.277439
5bd9a88cc68f2db0b6edf0daed83be7a2513320e87fe4a0d9b9f78b4abccfb0a,136f66aad8d0822597fa26fa808e457df37b01f069645f3bb287bfacadec02aa,0.09506218000000004,522.0,50.0,45.246891
bf66bcb1c1600bde6efac28543e80db5a5c5858f7fdcc4fa21807f4acd812fc4,c34895212b61dda6b9ce6da1109bf8bd46359eb1913e4d54ecfae4acc8a1a3be,0.028192592713334658,15.0,281.046295,289.199581
359af9f0b3289bf3bdf0289293898b210eab542643dd7f185debd388b045c381,eae38fa29ca30862a9e73ba828e9720b3d03b5af96d7905a83bee03e060cc354,0.009608969138333076,129.0,130.180978,128.930073
a19857acbab6be40ef1b068e71805e70c3e7766c7a3e7624df64e5eb65b4f12b,50a0553e065d7b6cdfc8ab4038df6b23648cd09ded893383cbe337f012c48595,0.08427358260000001,204.0,5000.0,4578.632087
accf15ad2de03a8c9f72c94d097e46a9be55330eb36b74a3d78e484bbbecf4a2,aa7d4cb70cdcee30c45dbf22d7285709037b7d02a780d0966c20e71944fefa96,0.031086956521739123,81.0,23.0,22.285
49c10317c07f8ed0bf8ee2f31d1260da1a793ae2ae68314613ed7bc5c6e60b56,b340215a4243bc0570da5f2a482447dfb849aa3197dba5612ea3f890c79d186e,0.030695801977003476,435.0,220.0,226.966932
609b07b99ab2bb5bae07109f30d35a30bfe5eeee3863489b7ae3d1a57bc85d8b,1d9744e718843ef81f00aa1601f65ff06ba44311c32e2ec4d5dfe0b620c245da,0.002244158246624515,555.0,680.451569,678.924528
2376094438b5b572cc97e1169253f63f8cc7bd9763849ed7e56221dabb1b6f9c,5a6b8b3d73fd5a98fff1a4571b688c2ceeade0d78ceed49611bd135acb3c0225,0.03500005000000002,147.0,20.0,19.299999
651720bec4c9e3b2fb970a6da24b1c7af53f803390379e7edcc748376868d819,c41c351f071e9f70bf3cc725fc300cef003e7d675b6eea5f3b0f586b332271d8,0.0063744922493499815,564.0,511.57,508.309001
5c89e8d1cf458c69c9cf4950a4f0612c02ad9026ba15f9d68abcb0980440ba6b,eaec1857c71ca3a88a50dc2b96b1ecff8a2dd9419f63aa96702a27abacae1a78,0.10639332459728557,426.0,200.0,223.812115
3d56ceb6b2cbe4b60c4329bb6cc9521219877e3ef11c8b4df3a775d2286ad5b2,3c378ffcff799ee53b4dc649b2408cffad69d6a919b36c487a3848fa16a6b3ce,0.0767644175824176,219.0,91.0,84.014438
f7b6dd7d04289bc2984a62eaaa352623534bc7f3920583a5cc9d3d5d107cd012,8aa41371fc45495098a63904132c383faed51f3398d7dc614fd3b16141731f7a,0.027220917999999983,276.0,2000.0,1945.558164
218ff3f1b7276c718e1dbee119088abd5c95ac7ab3d4cf00f0751e507437e213,bce0c17e2d9502faa7037ec5527c8cbbdad311989582ea4b59f911273ce0cff1,0.013481126352007615,594.0,104.063923,105.485993
51f0a21473cb13f5a84ce7486333d22976fcabc319f9cecc28d89429e9e24025,ee63bfca8928b0f5b4bc40f0cf7df9aab6cbc0bcd1e1f7e46554cc91261db970,0.04150965419148369,459.0,112.49,107.820579
52aa46db39705797a2d83d0c3736b335beab6a7c93546b6c514eb0d6d1f5dac6,6ba9bc4e8cd1eb44e89505a950a6497d8ce8b45e5de4814675932d82eba2a425,0.0057431707877534195,423.0,32.966,33.156423
b35e3b068b5a2cd8c808fd8ffa72d0c0123d6acd083aa9aee9a2812aa507da23,72ff5c9c3d1361eaa845943221d6339365af0792bd1ab922da3a03d4ad6b41c1,0.018547334999999946,375.0,400.0,392.581066
fd857ba7262a8a2c01e4b49d81da312f38856c8c3b401d711e1a2ea49544546c,6d533d01e4df60fea02257c139cffc68ad80bbe21c0486b23d109d1d1ae07031,0.010299907829230457,396.0,100.0,101.04071
bf14e4370da81858533e6904293eefc2d7002c151cc5ed27dc93568ab87e08eb,d83905054aeba77b05af84065d9e3ab8743143cde11d4935238b7793f5a30964,0.056577856176577276,18.0,200.0,211.994176
e467a4c8a098f17f204c7fe5d89f84e1199eec2e29b512a489efec6416bfec1e,8232cd384f0e5af091d7d128b8600fe43afc1496bb76e7ed86e0aa6f01fec0ec,0.010999999999999944,87.0,100.0,98.9
b5828e67d9e83fad24b06c9ff0943457ca6bd478e6ad7ccfdc98c93065e76011,2d86e013bf6a640aede0867cd4886bc0dbb6f884c6370f13c921a218401e481c,0.05816311866666668,369.0,750.0,706.377661
47d573c52b3a7d4649f5c6fae0baa5aface6f7bbc99feaf952c8c10734e49117,4f73862d78c96d22b67e71cdd74d09c933ecbf0192957652a73951b8d05a14b1,0.048844154465350495,315.0,100.0,105.135242
c80e35ffc9235d26805abeec3ffa9dab3f5c8e99c9fae467979e8d094bae152f,57b3ef54ab0ce6fd9024bf030508cb8304cdcf786307be40fcaadc26bee5a560,0.040307590909090925,345.0,110.0,105.566165
28189f2e8c3468a31d9e013ac7c54d866b458c59f13e6381b163f70b7738f28d,d489310ef0c9ebdd3fc0d2418c796a836129161deae7c523804b3a52554c3bfe,0.01435049030349515,168.0,365.08,359.840923
6601966407b779a18a3176c99e42e2cf112caa1d5cc63cf93c7192ab9db4a7c1,475ba7d7d7a61887f90eca7c1b0a86896b943afa7f35621de968aa0326494b9b,0.036899999999999974,540.0,50.0,48.155
2a1e24cdc43343f84217aad2f488af3af21de6f10ef7a93d8551d549c6212f2c,370b690191bd680a742363f4726d3596c7c30680d6eadd9345d183d2d4d3a52d,0.11640698999999995,54.0,500.0,441.796505
5cd4630868ca778f4f48800c6708e62ee1c6e0a751bdb092a89dddce5ef3838a,1dd5c6130ed8be521357e5dcc23a4d95af367cffeb141e061e7c4ec25dd3d245,0.014348513274336257,48.0,113.0,111.378618
fa5232ce56ed5328e0f72f75e81962d832e5834ba037840809366b91f8934fa3,857932046dc45a278a202fb9dafaca0c6b3b0c49d1e0f3b07c06cc773bfff5de,0.05217794367832217,219.0,13.96,14.728503
96c4be60405829ca32a1278c92f6c62c8343749d4c4be477903ca5eabc1df981,58dd8e73fa5ad6cdf3d50c28e5174aab1fb6fb6ac38228aa7950f95fe1c48e11,0.05907156257576826,186.0,100.0,106.278008
d0625a8ddbc7d39a64ef91a501f9e26a98bb087ee0409746818514d71fd82fc3,c2b4835be9280f3a0203be7a68564fe219457904ee29d55c55f6bea1afeb3a77,0.01958955471122609,102.0,41.125335,40.319708
65cc801347f85428c622cfdaf17fb59a2ceb2c9ec94cdee70a20ffdfb178eb77,5a7ead7a63f367c1b4980eebd0eedb8242876dc7047f8d8e890d6586fd592801,0.0033850701155221713,60.0,196.045553,196.711435
e1cd20d04c2ecfe076af609e458cd09feee96cdb49dbee8b3bdfab2bda26576c,6ddca71394f932650502343dd5c1c8ed0bb817f0b4f968a1229c8ccf6084b846,0.12368701258321481,0.0,100.0,114.114479
e69c17154186bcf9189a5ce72edea1dffff00b1a449f4fca49f54f3087d820e2,7ffd41497c920bfa31a5a238016fa37202d744676ae5a2916e44324c24dc572e,0.10085813303400439,336.0,350.0,389.260041
19c2bd8c977f32faf8bf21d3d36f4f0a7ad84dfa30be16313384a99def4ea5a7,135e1e084cb9f47749cc165e9cc8979cdf0444aeffb492f1ce6cb527c67167f5,0.040059017402945096,282.0,747.0,717.075914
6288b66ea16f80f066a7dd68d98bc7ca99a59d65ef76c78acab36d35ea093452,8ef0eec22dbf5325b3ad1c6c1da688c036f9e445b92bcdfdbb23dd320cd753c8,0.10781622400000003,330.0,250.0,223.045944
aa83fb1bbff3a78a525e9fd3161fd9428f9fd0df61c9af192b1a3bb9a3600750,a7cab2d9cfc7feb0a10b3f0f48ea000f54e29270ae82bf1b72856096291be1ab,0.12219242105263162,141.0,19.0,16.678344
c843a383f171b3b7eb53cc5b3fb81d8ac5d0118d5607d37c0e44203f0ae814f5,5d9412b0274809a5780b5bd683be1115a1d5cdef8b4b83df3521d37fb7b970d0,0.14999993371757928,525.0,347.0,294.950023
04693b276cd103963d2c1737145709e9157bddc1b6c75b57855cf6233a728fdc,900d2994fb77a9cca413007544b6aa9ecb6523c45363c1a5f64cc276e1afe4f0,0.0709844881279432,264.0,1512.070321,1627.605031
3f0574853e23e869b76a41aaab796ce3888c7f7781823e224f165027754c3806,d3e64237ae6b017e74b4d86c3d09305803e33b10796fd1b2bd8b8b2846484b6d,0.010843989769820995,120.0,782.0,773.52
ea285d4abe6e9cacb71512d46d7de6ada7fbe204d27409ef9b38f435715d8e47,9224fb797e116bec37f21e6cfad13c71dc0f0694354faaf91abab498e55e6654,0.12900512123293742,249.0,89.93,103.249746
1a687cd28d6aacf4c6fe69e444612c0443027e9f3ce7d63ef9d9a185eb773d21,443c5f4433a1b536deb410a4c0acffebf7240fcb503ab6b9a6606b1450551b62,0.04477514679183284,114.0,15.084797,14.409373
67bff201e12bd1ffc00199e42d7521e7862bd4c3430a6c0b6cd26128bcd32bec,23fc22b16d75c3328a45ee403187433b21b76332e247d5156bcd68caa704cb64,0.005978792517930592,114.0,613.001202,609.336195
4ce5b7b5a3bfb6d2db8a91893a58daaed181caf89dbe216ff8e0b1a3aee1d18c,e609412a4a15e9f9a326af8deb3caab2bb1717a5951e85af61537ffddf6757f6,0.00822686289063268,114.0,185.939163,184.409467
75ed241df6d78a65914fea432742efe671ce2a9f2349f1c9bbb091c4b3408e8d,32ccc289502c2107907235b960342f0ba1637dfa5cebbc55ea4960824a8c65d6,0.03599999999999994,99.0,20.0,19.28
4af7434f3c4aa8aaf89e3291eb676b0dcc22e3de6c42c395a653986541263b7b,09b5c0edc39fa918e21160289124655ea31997818601235dc3d04ed7f057aad4,0.010299999999999955,117.0,2000.0,1979.4
269771528becbd614a911008d54df6876d3453bc087075dd250dba4e4af299e5,726b31f86c67466ed028238d48d8502bee7010f2ab1fb7827443bc1f72345206,0.0059585538126045515,36.0,157.27,158.212719
daa4c9964d0bc752ce58b2279f9a9cc4cd364a9f73e20588151144c9c7af7d7c,c0078cda2893964b4466befabb0c7dacf5647c58c9dad51fcf66f0d8831b4b12,0.014999999999999977,78.0,60.0,59.1
d7266409cd6ae260c784a36aa542690b9f0a169307265f8764bef95ce193b91a,ca4c1c5d1749eea0bebb8446fe6030afed040f9faa96e1fc963ba6aca6ed3095,0.12296617791291442,234.0,17.0,19.383517
a8779282cebe7183c16e64a250cbb29f5e87435ff290316122618154be270478,61e013af7cf3771d1ff471f0bef4c4e8eea17342f7fb18ecdf978cbcb0e22f1f,0.058384151999999974,18.0,500.0,470.807924
aa8f4ac72f64568d6f6908231ab497d7175df1ec17898dac3c0b2609b5728dc2,773f262aac2c776b190953a5631c2028cfdc34ae9cde3d445e93aa4e7603a546,0.141443683546585,171.0,277.45,238.20645
69c13086b8e134a80672aeed1def33e7153a838231ce22241fd9c7eeb79d2fee,6c7c111ca2dc8eba5856f21055647b27964f864ab289c378d798f1b5ae2902da,0.036578947368421065,132.0,19.0,18.305
a8c0fbd7bc449bbd187e7fc26369c77e1d5277ee5f7182f7baf90d4e629e0b91,b9d599593e2f9b87278aabba2fa251393f6e24efb53a8fc649f60c4c8937feda,0.0585430416939748,462.0,100.0,106.218345
6964a5dc1efc09f553f77a98e565087659ec617e63943006039de66a5c0a72b9,e8f739dbbc2a4a80a6e8a797615da6d783ab396f8dd7381d1dfcc02907f82f43,0.0252020202020202,114.0,29.7,28.9515
64ed4ba4fc9c64704a7b16ed0aa3f61c3ce9071551909a1898c0e453c53b9522,3eb56d7e2d1deed277ca1915211441b03a066b94c2088bc3f1e54eced47ddec8,0.14424355400000002,438.0,1000.0,855.756446
